7,2,-7,5,5,7,6,9,10,12,14,15,15,17,19,20,20,20,21,22,22,26,27,28,30,31,32,32,34,34
5,-8,-11,4,5,7,11,11,15,17,18,19,19,19,19,20,22,23,24,28,28,29,31,33,33,34,36,39,39,40
4,6,5,6,7,6,8,10,10,10,11,11,12,13,14,19,20,23,24,25,27,28,29,30,30,30,31,31,31,31
7,5,5,4,5,5,4,6,7,8,8,9,10,12,12,13,14,14,14,14,15,15,16,16,16,21,27,33,33,38
5,7,6,6,5,6,9,8,8,15,18,19,19,19,19,20,22,23,26,27,31,31,33,33,33,36,41,43,43,44
5,7,7,6,7,8,9,11,11,11,12,12,13,14,17,18,22,22,22,23,28,28,29,30,31,34,34,38,38,44
6,7,4,4,7,6,6,7,8,10,10,12,13,13,16,18,18,19,19,20,21,22,23,24,26,27,28,28,28,30
6,-20,4,3,7,5,5,5,7,7,7,11,14,17,17,17,17,20,21,22,22,22,24,27,28,28,28,28,30,31
5,7,5,7,6,2,9,10,12,13,13,14,14,14,19,22,23,25,25,26,27,31,31,33,34,37,37,37,39,40
-18,6,4,6,6,6,7,7,7,10,14,20,23,28,28,28,29,31,31,38,38,42,42,50,50,51,54,58,58,59
7,-7,10,6,6,7,7,6,7,8,8,10,10,12,13,14,16,16,17,17,20,23,27,27,29,29,33,34,35,35
7,8,7,6,5,6,6,7,7,8,8,9,13,13,13,14,14,14,14,14,15,16,20,20,21,26,26,30,31,31
4,6,5,6,6,6,6,8,10,10,11,12,13,15,15,17,19,20,23,23,23,25,25,34,37,37,41,44,47,47
6,6,7,7,4,5,6,6,7,7,8,9,13,14,15,16,21,23,23,23,24,24,24,24,24,24,30,30,33,33
-14,-4,-13,9,7,7,7,8,8,9,9,12,14,16,18,19,19,19,21,24,27,27,27,27,30,31,33,36,36,40
7,3,4,3,7,6,8,11,11,12,14,15,15,16,18,20,21,24,24,24,25,28,29,30,31,33,33,33,38,41
8,5,6,6,6,8,9,11,13,15,17,17,19,20,21,24,24,24,24,27,27,27,30,30,30,32,32,33,34,35
4,4,6,6,4,4,7,7,7,9,10,14,14,14,14,17,17,21,21,21,21,21,23,24,26,26,27,28,29,30
6,6,8,6,7,6,7,8,10,13,13,15,17,20,22,23,23,25,25,27,29,31,31,32,37,37,37,41,41,42
