10,15,17,18,21,21,22,22,24,25,25,29,30,30,33,33,33,33,33,34,34,34,36,37,38,38,38,40,42,45
8,11,11,12,12,12,15,15,16,16,18,20,20,22,24,24,25,28,31,32,32,33,35,35,36,36,39,42,47,50
9,11,13,14,15,16,18,25,29,31,38,39,40,45,46,49,51,51,53,57,60,61,62,63,64,65,65,65,66,68
6,11,13,15,16,18,18,21,27,27,28,30,35,39,39,40,43,43,45,45,45,47,49,52,52,58,58,58,58,58
6,7,9,12,13,14,15,16,17,18,19,20,20,21,23,26,28,28,28,28,29,30,33,34,34,36,37,37,37,39
9,10,10,11,11,12,12,13,13,14,16,19,22,22,23,25,25,29,30,34,34,35,35,37,39,40,42,42,42,43
6,8,8,9,12,13,17,21,21,22,23,23,24,27,28,29,30,35,37,45,45,46,50,52,53,53,54,54,54,57
-1,8,8,9,13,13,13,13,16,16,16,20,20,21,21,23,23,23,25,25,25,28,32,32,33,37,38,38,42,46
11,11,13,14,14,14,15,15,19,22,22,22,23,26,28,28,29,30,32,35,37,40,42,45,47,47,52,52,52,53
7,7,8,12,13,13,14,15,15,15,15,15,16,16,17,17,18,18,20,25,25,27,27,29,29,33,35,38,40,42
7,8,9,9,11,12,12,12,12,12,12,12,13,15,20,22,24,27,29,31,32,32,34,39,40,40,41,42,46,49
6,9,10,11,12,13,15,19,21,21,25,27,28,28,28,28,30,31,32,34,37,52,52,56,56,56,57,58,60,61
9,10,10,10,10,10,11,14,14,14,14,14,16,22,23,24,27,28,29,33,33,36,36,39,39,40,40,40,40,40
9,9,9,9,12,13,13,14,16,17,20,22,22,25,27,27,27,28,28,29,31,33,34,35,40,40,42,45,46,47
5,10,11,12,12,14,15,15,20,20,21,21,23,23,26,26,26,29,31,32,32,32,35,35,35,35,36,37,40,41
12,12,13,14,15,15,15,15,16,18,21,24,24,26,28,29,30,31,32,35,37,39,43,43,49,52,52,55,55,55
10,13,13,15,16,16,17,22,27,29,29,29,30,33,36,37,38,41,46,46,48,49,52,52,53,57,57,57,58,58
