11,12,16,16,18,19,19,21,22,23,23,23,23,23,26,27,27,27,29,29,31,31,31,31,31,31,31,31,31,31
7,8,9,14,17,17,17,18,20,21,23,24,24,25,25,25,25,27,27,27,28,28,28,28,28,28,28,28,29,29
10,11,13,21,25,25,26,26,27,27,27,27,27,28,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
5,9,11,12,12,13,14,16,16,18,18,18,18,18,18,18,18,18,19,20,22,23,24,24,24,25,25,25,25,25
10,11,12,16,16,17,18,22,23,23,23,23,23,24,26,27,28,28,28,28,28,29,29,29,29,32,33,33,33,33
6,11,18,20,22,23,23,23,23,28,28,29,30,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32
7,8,10,17,17,17,17,18,19,22,26,28,28,29,30,32,33,33,35,35,35,35,35,35,35,35,35,35,35,35
6,12,19,24,25,26,26,27,27,27,27,27,27,27,27,27,27,28,29,29,29,29,31,32,32,32,32,32,32,32
9,9,10,10,11,16,23,27,27,29,29,29,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32
8,10,10,11,16,18,20,20,23,24,24,26,26,26,28,29,31,31,32,32,32,32,32,32,32,32,32,32,32,34
6,7,10,12,13,15,17,18,18,24,25,25,25,25,27,28,29,29,29,29,29,29,30,30,30,30,30,30,30,30
7,8,9,10,10,13,13,15,16,21,21,21,23,23,23,24,25,25,25,25,28,28,28,28,28,28,28,28,29,29
6,7,9,11,13,15,15,16,16,16,23,23,24,25,25,26,27,27,29,29,29,29,29,29,29,29,29,31,31,32
6,9,9,10,10,12,16,17,18,18,18,20,21,24,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,27
8,13,14,17,19,19,24,24,24,24,24,24,24,25,25,25,25,25,26,28,31,31,31,31,31,31,31,31,32,32
7,7,9,10,13,18,19,19,22,24,25,25,25,25,26,27,27,28,28,28,28,28,28,29,31,32,35,36,36,36
9,12,12,13,13,15,15,16,16,18,18,19,20,22,22,24,24,25,25,25,25,25,25,26,26,26,27,27,27,27
4,10,14,15,16,21,22,22,23,23,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29
6,9,16,19,20,22,22,23,23,23,27,27,27,27,28,28,28,28,28,29,29,32,32,32,32,34,35,35,35,35
8,11,14,19,22,23,24,24,25,25,26,26,26,27,27,27,27,27,27,27,27,28,28,29,29,29,29,29,29,29
12,19,22,22,22,26,28,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
6,6,8,8,11,12,14,16,16,16,20,21,22,23,25,25,25,26,26,27,27,27,27,27,28,28,28,28,28,28
9,10,11,11,11,12,13,13,13,13,14,16,16,16,18,19,19,19,20,21,26,27,27,27,27,27,27,27,27,27
6,10,13,15,15,15,17,19,19,20,22,22,22,22,23,24,24,24,24,24,26,26,26,26,26,26,26,26,26,26
9,10,13,17,18,18,18,19,21,21,22,24,24,24,24,24,24,24,24,26,28,28,28,28,28,28,28,28,29,30
9,11,15,16,18,22,22,24,24,24,24,24,24,24,25,25,25,25,25,25,25,26,26,26,27,27,27,28,28,29
6,6,9,11,13,13,15,15,17,17,18,19,19,22,23,23,25,25,30,30,30,31,31,32,32,32,33,33,33,33
6,9,10,14,15,17,18,21,21,22,23,25,26,27,28,28,30,30,31,31,33,33,33,33,33,33,33,33,33,33
8,9,12,13,15,17,17,19,20,22,22,22,22,25,25,27,29,29,29,29,29,29,29,29,29,29,30,30,30,31
8,11,13,14,14,16,20,20,22,22,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
8,10,13,15,19,20,21,24,24,24,24,24,25,25,25,26,29,30,30,30,30,30,30,30,30,30,30,30,31,31
10,10,13,14,15,15,16,20,22,26,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30
12,12,13,13,14,14,14,15,16,18,21,21,22,23,24,27,28,29,29,29,30,30,31,31,31,31,31,31,32,32
7,8,11,11,12,14,15,16,17,17,18,21,25,25,25,25,26,26,26,27,28,28,28,28,28,28,28,29,29,29
