7,9,16,20,22,22,23,25,25,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29
10,13,14,20,21,21,22,23,23,24,25,26,28,30,30,30,30,30,30,30,32,32,32,32,33,33,33,33,34,34
8,12,17,19,20,21,22,27,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31
5,5,6,7,9,10,13,17,18,23,25,27,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
8,9,11,12,12,13,14,15,16,18,19,19,19,24,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27
10,12,12,13,14,14,14,16,18,20,20,22,25,26,26,26,27,27,31,31,32,32,32,32,32,33,33,33,33,33
8,11,11,11,14,20,20,21,21,21,23,23,24,24,24,24,25,25,25,25,25,25,25,27,27,27,27,27,27,27
10,16,18,18,19,19,21,22,23,24,24,25,25,26,26,28,28,28,28,28,28,28,31,31,31,32,32,32,32,32
8,10,10,11,15,17,17,21,24,27,28,28,29,29,29,30,30,30,31,31,31,32,32,34,34,34,34,34,34,34
6,12,15,16,17,18,22,22,22,22,23,23,23,23,23,24,24,24,24,26,26,26,27,27,27,27,27,27,27,27
6,8,9,12,14,14,14,14,15,20,24,25,25,25,25,25,28,28,28,29,29,30,30,30,30,30,30,30,30,31
5,6,9,13,15,15,17,17,19,20,20,25,25,26,26,27,27,27,27,27,27,27,29,29,29,29,29,29,29,29
5,9,10,10,10,14,19,21,23,23,23,23,24,26,27,27,28,28,28,28,29,30,30,30,30,31,31,31,31,31
6,8,9,12,18,19,22,22,22,23,24,25,25,25,25,25,26,26,26,26,26,26,27,27,27,27,27,27,28,29
7,9,15,15,19,19,22,23,25,25,25,26,26,26,26,26,28,28,29,29,29,29,29,29,29,29,29,29,29,29
5,9,13,17,17,17,19,22,24,25,25,26,27,28,31,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33
7,9,9,13,13,13,14,15,17,20,21,22,23,23,26,27,27,27,27,28,28,28,28,28,28,28,28,29,29,30
8,9,10,12,13,14,18,20,21,24,28,28,28,30,30,30,31,32,32,34,34,34,34,34,34,34,34,35,35,35
5,5,8,11,12,12,13,15,15,19,19,19,19,19,20,21,21,21,21,21,21,21,21,21,21,21,23,23,23,23
5,6,9,9,9,10,11,12,14,15,15,15,18,18,20,21,23,25,26,27,28,28,29,29,29,29,29,29,29,29
8,9,12,13,15,15,17,18,19,21,21,23,25,25,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28
13,13,13,15,15,21,21,22,22,22,22,22,22,22,23,24,24,26,28,28,28,29,29,29,29,30,30,30,30,30
12,13,13,14,15,16,19,20,20,22,23,25,26,27,27,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29
8,10,11,14,15,17,17,18,18,19,20,20,20,22,22,23,24,26,26,26,26,26,27,28,28,28,28,28,28,28
5,7,10,11,14,18,18,20,21,21,22,22,23,23,24,24,26,26,26,26,27,27,27,27,27,28,28,28,28,28
7,8,19,21,23,27,28,30,30,31,31,31,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
9,13,13,14,17,18,20,21,21,22,23,23,23,25,25,29,29,29,29,30,30,30,30,30,30,31,32,32,32,32
7,11,13,14,16,17,20,21,21,21,22,22,22,22,22,23,23,23,23,23,23,23,23,24,25,25,25,25,25,25
9,9,12,17,20,23,24,25,26,27,27,27,27,27,27,27,28,28,28,28,28,28,28,30,30,30,30,30,30,30
7,8,9,9,10,13,16,16,17,17,19,19,20,20,20,20,21,21,21,21,21,21,21,22,22,22,22,22,22,22
6,7,8,13,15,24,26,26,26,26,27,28,28,28,28,28,28,28,28,30,30,31,31,32,32,32,32,32,32,32
6,8,9,12,14,14,14,14,18,19,21,21,23,23,23,23,23,26,26,26,26,26,26,26,26,26,26,26,26,26
6,9,12,13,13,13,15,15,16,19,19,20,22,23,23,24,24,25,25,26,27,27,27,27,27,30,30,30,30,31
6,7,8,8,12,14,14,15,17,17,18,19,19,20,20,20,22,22,22,24,25,25,26,28,28,30,30,30,30,30
9,9,12,13,13,15,15,15,15,16,23,24,27,29,29,29,29,29,31,31,32,32,32,32,32,33,33,33,34,34
6,10,11,12,12,13,16,17,18,19,20,21,26,26,27,27,29,29,29,29,29,29,29,29,29,29,29,29,29,30
6,7,11,16,21,21,21,24,24,24,24,26,26,28,29,31,31,31,31,31,31,31,31,31,31,31,32,32,32,34
6,9,11,11,15,15,16,17,17,17,17,19,19,19,19,19,21,21,22,22,24,24,24,25,27,28,28,28,28,28
9,9,16,18,19,21,21,22,23,25,25,25,25,25,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27
12,13,14,15,15,22,25,25,25,25,25,25,25,25,26,26,27,27,27,27,28,28,28,28,28,28,28,28,30,30
6,7,12,15,17,18,18,18,20,21,26,26,26,26,27,27,27,29,29,30,30,30,33,33,33,33,33,33,33,33
7,9,12,13,15,16,17,21,22,22,22,25,26,26,27,27,27,27,28,30,30,30,30,30,30,31,31,31,31,31
13,16,17,20,24,25,25,26,26,26,27,30,30,31,31,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33
7,7,7,11,13,13,16,21,22,23,26,26,27,27,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30
7,13,14,14,21,21,26,28,28,28,28,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
9,11,13,14,19,21,21,21,23,24,24,24,24,24,26,28,29,30,30,30,30,30,30,30,31,32,32,32,32,32
6,10,13,13,13,13,13,15,15,18,20,21,23,23,24,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26
9,11,11,14,15,15,17,19,21,25,27,28,30,30,33,33,34,34,34,35,35,36,36,36,36,36,36,36,36,36
10,14,16,16,19,20,22,22,22,23,24,26,26,26,26,26,26,26,28,29,31,31,31,31,31,31,31,31,31,32
8,10,12,14,15,16,19,19,23,27,27,28,28,29,29,29,31,31,31,31,31,32,35,35,35,35,35,35,35,35
